chr1	11140520	11140550
chr1	11262503	11262530
chr1	114854035	114854098
chr1	114909445	114909462
chr1	11664046	11664081
chr1	11664234	11664267
chr1	11664274	11664328
chr1	11664434	11664484
chr1	11681179	11681217
chr1	11681250	11681300
chr1	11681435	11681470
chr1	11681688	11681714
chr1	11691561	11691601
chr1	11691627	11691724
chr1	11691800	11691840
chr1	11691870	11691899
chr1	11692057	11692090
chr1	153728031	153728068
chr1	153772132	153772175
chr1	153772197	153772215
chr1	182839184	182839222
chr1	182839245	182839286
chr1	182839485	182839508
chr1	182839666	182839698
chr1	182880890	182880910
chr1	2194188	2194246
chr1	2194260	2194299
chr1	2194317	2194375
chr1	2194389	2194526
chr1	2194542	2194650
chr1	2194663	2194693
chr1	2194781	2194823
chr1	2194938	2194976
chr1	2194964	2195061
chr1	2195074	2195103
chr1	2195266	2195310
chr1	2195600	2195676
chr1	2195696	2195729
chr1	2200483	2200514
chr1	2200873	2200906
chr1	2204225	2204254
chr1	2204644	2204673
chr1	2204858	2205209
chr1	2208171	2208222
chr1	2208343	2208376
chr1	2208587	2208618
chr1	2208689	2208767
chr1	2212739	2212779
chr1	2213592	2213677
chr1	226370869	226370898
chr1	226408170	226408247
chr1	23018808	23018865
chr1	23019402	23019425
chr1	23080708	23080735
chr1	231337359	231337388
chr1	231338110	231338141
chr1	241848434	241848468
chr1	27915164	27915192
chr1	28088745	28088788
chr1	35182149	35182174
chr1	40508697	40508756
chr1	44213887	44213940
chr1	44214012	44214059
chr1	44218822	44218858
chr1	45331967	45332005
chr1	45332517	45332561
chr1	45333063	45333087
chr1	45333209	45333238
chr1	45340134	45340173
chr1	45341391	45341420
chr1	46247360	46247420
chr1	46247476	46247560
chr1	46248022	46248047
chr1	46248416	46248453
chr1	46259970	46260014
chr1	46260619	46260660
chr1	62435971	62435997
chr10	100912915	100912947
chr10	100942912	100942929
chr10	101582405	101582425
chr10	101585279	101585304
chr10	101587501	101587525
chr10	101588443	101588479
chr10	110566817	110566847
chr10	110567943	110567982
chr10	110568094	110568137
chr10	110568153	110568191
chr10	113854122	113854151
chr10	113854626	113854651
chr10	129466567	129466620
chr10	129467054	129467112
chr10	129467148	129467211
chr10	49476758	49476776
chr10	49539841	49539873
chr10	5889334	5889437
chr10	5889462	5889517
chr10	5889634	5889674
chr10	5902870	5902905
chr10	5916483	5916748
chr10	5936312	5936347
chr10	6088513	6088542
chr10	6089027	6089053
chr10	6089168	6089194
chr10	6089216	6089261
chr10	6112250	6112284
chr10	67884566	67884623
chr10	67884737	67884766
chr10	67885015	67885058
chr10	68527553	68527577
chr10	97498468	97498498
chr10	97498533	97498558
chr10	97498639	97498685
chr10	97498808	97498834
chr10	97499281	97499304
chr10	97499549	97499585
chr11	108222244	108222284
chr11	108222773	108222823
chr11	108352913	108352949
chr11	112167223	112167276
chr11	112167325	112167377
chr11	113875573	113875615
chr11	11841396	11841429
chr11	11841600	11841642
chr11	119096446	119096482
chr11	119121430	119121478
chr11	119131488	119131526
chr11	125626298	125626328
chr11	125626410	125626443
chr11	18322461	18322484
chr11	43880471	43880512
chr11	43880608	43880648
chr11	45946019	45946058
chr11	45965475	45965499
chr11	46119889	46119911
chr11	46119943	46119975
chr11	46119990	46120028
chr11	46120300	46120317
chr11	46120348	46120370
chr11	46120382	46120419
chr11	46120542	46120575
chr11	46120605	46120651
chr11	46120699	46120753
chr11	46120837	46120858
chr11	46121235	46121264
chr11	46121470	46121542
chr11	46121585	46121685
chr11	46121705	46121737
chr11	46121737	46121796
chr11	46122097	46122147
chr11	47214847	47214872
chr11	47214888	47214919
chr11	47214931	47214958
chr11	57301419	57301438
chr11	57304109	57304134
chr11	57311477	57311499
chr11	57311614	57311642
chr11	57311662	57311686
chr11	57322381	57322438
chr11	57322488	57322512
chr11	57322717	57322739
chr11	57324955	57324999
chr11	57335559	57335615
chr11	57335771	57335828
chr11	61303004	61303026
chr11	61311943	61311978
chr11	61333353	61333396
chr11	61792408	61792431
chr11	61792691	61792742
chr11	63986529	63986566
chr11	63986583	63986614
chr11	63986701	63986725
chr11	64000389	64000424
chr11	64000594	64000612
chr11	64000630	64000671
chr11	64000713	64000741
chr11	64000803	64000833
chr11	6402857	6402886
chr11	6403381	6403416
chr11	6403679	6403725
chr11	6404695	6404740
chr11	6404806	6404854
chr11	6404993	6405032
chr11	6419130	6419183
chr11	6419246	6419302
chr11	6419344	6419379
chr11	65079394	65079439
chr11	65084238	65084268
chr11	65084375	65084415
chr11	65084802	65084842
chr11	65712294	65712326
chr11	65717506	65717561
chr11	65856800	65856831
chr11	65859918	65859954
chr11	65860163	65860193
chr11	65860635	65860666
chr11	65860939	65860966
chr11	65863215	65863253
chr11	65863318	65863355
chr11	65863749	65863773
chr11	65865001	65865060
chr11	65865181	65865223
chr11	65865571	65865599
chr11	65865707	65865763
chr11	67118538	67118562
chr11	67118583	67118629
chr11	67118652	67118675
chr11	67118964	67119007
chr11	67119168	67119193
chr11	67119416	67119456
chr11	67119583	67119615
chr11	67119602	67119653
chr11	67119743	67119770
chr11	67119787	67119825
chr11	67120271	67120295
chr11	67239872	67239893
chr11	67317458	67317502
chr11	67353320	67353350
chr11	67353705	67353749
chr11	67354001	67354037
chr11	67357225	67357266
chr11	67375185	67375206
chr11	67375350	67375377
chr11	67375447	67375483
chr11	67375633	67375670
chr11	67375803	67375859
chr11	67375915	67375963
chr11	67391936	67391980
chr11	67392228	67392280
chr11	67392613	67392660
chr11	69668331	69668354
chr11	69674749	69674792
chr11	69675251	69675283
chr11	73598112	73598148
chr11	73598161	73598195
chr11	73598522	73598555
chr11	73598619	73598663
chr11	74493743	74493782
chr11	74592551	74592578
chr11	74747859	74747889
chr11	75398686	75398711
chr11	75838859	75838898
chr11	75877464	75877482
chr11	75877512	75877531
chr11	75877562	75877581
chr11	75877612	75877630
chr11	75877739	75877757
chr11	75877866	75877884
chr11	75911682	75911718
chr11	94494273	94494304
chr11	94973016	94973057
chr11	94973244	94973278
chr11	94973432	94973455
chr11	94996339	94996377
chr12	102119929	102119953
chr12	103965593	103965633
chr12	104303661	104303680
chr12	104303702	104303726
chr12	109097194	109097217
chr12	109097825	109097865
chr12	109098076	109098102
chr12	109098129	109098179
chr12	110501955	110502010
chr12	118372969	118372996
chr12	118373134	118373157
chr12	132674378	132674402
chr12	132676692	132676723
chr12	132687526	132687564
chr12	132687695	132687731
chr12	132687850	132687901
chr12	132687895	132687960
chr12	132688056	132688087
chr12	132688071	132688346
chr12	21501843	21501878
chr12	21502075	21502117
chr12	21502144	21502192
chr12	2876817	2876881
chr12	2876965	2877016
chr12	2877049	2877116
chr12	2877326	2877391
chr12	31088193	31088246
chr12	31088271	31088331
chr12	31088682	31088726
chr12	31090879	31090907
chr12	31091471	31091491
chr12	31096412	31096438
chr12	31099826	31099852
chr12	31101449	31101475
chr12	4321062	4321122
chr12	54173418	54173479
chr12	54173749	54173788
chr12	54183110	54183151
chr12	54188911	54188939
chr12	54188985	54189008
chr12	55966679	55966712
chr12	55966751	55966790
chr12	55970780	55970812
chr12	56221135	56221163
chr12	56221273	56221299
chr12	56221388	56221452
chr12	56221555	56221595
chr12	56221645	56221692
chr12	56221858	56221887
chr12	56224252	56224289
chr12	56422807	56422826
chr12	65823575	65823595
chr12	65824118	65824164
chr12	65824170	65824210
chr12	65824636	65824664
chr12	65824873	65824903
chr12	66302343	66302423
chr12	93441307	93441356
chr12	93441404	93441447
chr12	93441454	93441496
chr12	93441536	93441579
chr12	93441677	93441710
chr12	93442036	93442061
chr12	93442064	93442102
chr12	93442140	93442181
chr12	990761	990795
chr12	991028	991082
chr13	108214818	108215073
chr13	108215186	108215344
chr13	108215410	108215481
chr13	108219057	108219092
chr13	113208241	113208275
chr13	113208798	113208831
chr13	113208876	113208904
chr13	113209206	113209276
chr13	113209492	113209524
chr13	113209777	113209819
chr13	113209807	113209838
chr13	113209868	113209925
chr13	30464559	30464597
chr13	30464883	30464912
chr13	30464912	30464942
chr13	30464958	30464994
chr13	30465087	30465107
chr13	30465232	30465305
chr13	30465444	30465472
chr13	30466285	30466327
chr13	30618153	30618182
chr13	32315170	32315199
chr13	32586309	32586347
chr13	32586484	32586513
chr14	100237899	100237920
chr14	100238355	100238418
chr14	100238502	100238529
chr14	100238662	100238687
chr14	100239089	100239130
chr14	102591672	102591704
chr14	102591744	102591781
chr14	102591815	102591872
chr14	102591841	102591867
chr14	102591891	102591934
chr14	102592004	102592051
chr14	102592206	102592309
chr14	102592422	102592462
chr14	102592574	102592621
chr14	103703723	103703761
chr14	103704259	103704331
chr14	103709119	103709141
chr14	103712592	103712626
chr14	103715764	103715813
chr14	103716012	103716039
chr14	103716083	103716120
chr14	103716232	103716284
chr14	105419431	105419469
chr14	105419567	105419592
chr14	105419628	105419707
chr14	105419725	105419759
chr14	105419790	105419813
chr14	105419836	105419864
chr14	105438175	105438204
chr14	105438266	105438301
chr14	105438600	105438623
chr14	105448172	105448255
chr14	105448675	105448735
chr14	105458155	105458200
chr14	105460635	105460675
chr14	105464244	105464353
chr14	105464660	105464695
chr14	105465041	105465070
chr14	105467111	105467156
chr14	105467441	105467465
chr14	105467540	105467566
chr14	105467996	105468021
chr14	105468178	105468230
chr14	105468514	105468557
chr14	105468788	105468821
chr14	105468865	105468913
chr14	105468965	105468995
chr14	105469289	105469330
chr14	20262074	20262106
chr14	20350007	20350032
chr14	24171709	24171757
chr14	24171977	24171999
chr14	24172647	24172705
chr14	24177663	24177697
chr14	24178812	24178842
chr14	24179073	24179118
chr14	49688235	49688259
chr14	60795325	60795349
chr14	64503828	64503855
chr14	64503887	64503902
chr14	64504126	64504178
chr14	64504192	64504229
chr14	64504255	64504281
chr14	64504634	64504658
chr14	67757402	67757440
chr14	67778702	67778733
chr14	67843288	67843305
chr14	68410941	68410962
chr14	69191722	69191790
chr14	89955839	89955867
chr14	89984242	89984277
chr15	30903911	30903940
chr15	30921604	30921629
chr15	40694830	40694864
chr15	40695141	40695173
chr15	40695329	40695356
chr15	40700915	40700936
chr15	41116239	41116266
chr15	43420894	43420945
chr15	43493469	43493493
chr15	43510705	43510739
chr15	43510772	43510799
chr15	63157494	63157529
chr15	63157561	63157613
chr15	63503564	63503604
chr15	63504066	63504125
chr15	63504297	63504331
chr15	63504408	63504464
chr15	64818961	64818990
chr15	64819064	64819126
chr15	64819809	64819839
chr15	64822419	64822454
chr15	64826089	64826122
chr15	73994268	73994302
chr15	75347480	75347533
chr15	75347569	75347604
chr15	75347657	75347711
chr15	75347774	75347804
chr15	75348073	75348094
chr15	75348177	75348211
chr15	75348354	75348392
chr15	75348671	75348699
chr15	75352583	75352617
chr15	75353911	75353957
chr15	75354001	75354023
chr15	75354344	75354386
chr15	75354507	75354550
chr15	78810110	78810187
chr15	78846859	78846897
chr15	78847179	78847240
chr15	78872694	78872714
chr15	78872735	78872751
chr15	78872791	78872827
chr15	78872946	78872988
chr15	78873547	78873575
chr15	89244073	89244117
chr15	89318751	89318782
chr15	89323478	89323520
chr15	89323565	89323594
chr15	89323763	89323795
chr15	89324025	89324049
chr15	89325631	89325668
chr15	89325764	89325786
chr15	89326592	89326617
chr15	89326863	89326909
chr15	89334815	89334849
chr15	89334914	89334942
chr15	90716690	90716717
chr16	13926181	13926214
chr16	1773234	1773293
chr16	1775048	1775098
chr16	1775159	1775206
chr16	1775263	1775292
chr16	1872645	1872666
chr16	2040527	2040564
chr16	2040745	2040779
chr16	2041047	2041114
chr16	2043970	2043999
chr16	2044275	2044325
chr16	2044457	2044510
chr16	2044817	2044844
chr16	2044865	2044899
chr16	2047736	2047779
chr16	2048145	2048176
chr16	23641657	23641691
chr16	27231075	27231108
chr16	27268547	27268608
chr16	27268661	27268726
chr16	29453927	29453974
chr16	29454655	29454692
chr16	29454709	29454751
chr16	29455036	29455103
chr16	29790697	29790753
chr16	29796808	29796837
chr16	29798281	29798311
chr16	29798673	29798703
chr16	29803375	29803405
chr16	29815239	29815267
chr16	29815358	29815386
chr16	29925970	29925996
chr16	29926076	29926119
chr16	29927325	29927365
chr16	29995299	29995335
chr16	29995491	29995533
chr16	29996130	29996171
chr16	29996265	29996319
chr16	30000863	30000889
chr16	30075483	30075513
chr16	30076134	30076167
chr16	30076189	30076238
chr16	3609628	3609657
chr16	3612115	3612147
chr16	3612578	3612600
chr16	4693030	4693061
chr16	4693283	4693337
chr16	53703765	53703792
chr16	70523293	70523334
chr16	70576285	70576319
chr16	74633589	74633612
chr16	74666555	74666579
chr16	77279	77323
chr16	77336	77368
chr16	77986	78014
chr16	78018	78043
chr16	78159	78199
chr16	84699671	84699709
chr16	84767826	84767863
chr16	85688755	85688811
chr16	85689138	85689191
chr16	85689247	85689284
chr16	8936285	8936312
chr16	8956833	8956859
chr16	8956956	8956980
chr16	8963009	8963038
chr16	8963518	8963546
chr16	8963606	8963669
chr16	8963730	8963782
chr16	8963956	8964020
chr16	8964094	8964133
chr16	8964317	8964356
chr16	8965124	8965156
chr16	89911526	89911556
chr16	89912455	89912490
chr17	16000036	16000088
chr17	1829558	1829589
chr17	1829779	1829814
chr17	1829890	1829914
chr17	28335298	28335326
chr17	28335928	28335963
chr17	28339736	28339762
chr17	29390330	29390376
chr17	29390389	29390413
chr17	29390527	29390551
chr17	29390626	29390678
chr17	29390806	29390855
chr17	29390869	29390905
chr17	3472084	3472110
chr17	3472318	3472343
chr17	34985795	34985834
chr17	34994166	34994198
chr17	34997299	34997336
chr17	34997366	34997406
chr17	35002137	35002171
